"0","goals1 <- goals %>%"
"0","  filter(lea == params$district)"
"0",""
"0","g1 <- goals1$lcap_goal_1"
"0","g2 <- goals1$lcap_goal_2"
"0","g3 <- goals1$lcap_goal_3"
"0","g4 <- goals1$lcap_goal_4"
"0","g5 <- goals1$lcap_goal_5"
"0","g6 <- goals1$lcap_goal_6"
"0","g7 <- goals1$lcap_goal_7"
