District,Year,Enrollment Type,County,District Classification,Enrollment Breakdown,Metric,Region,Col Label,Color Desc,Performance Level Label,Row Label,Status %
SBC - High Tech High,2019,SwD,San Diego,Statewide Benefit Charter,Disability Status,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,10.10%
SBC - High Tech High,2019,Econ Disadv,San Diego,Statewide Benefit Charter,Economic Status,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,5.40%
SBC - High Tech High,2019,Asian,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,6.00%
SBC - High Tech High,2019,Black,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,7.00%
SBC - High Tech High,2019,Two or More,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,5.10%
SBC - High Tech High,2019,Amer Indian,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,5.60%
SBC - High Tech High,2015,Filipino,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Orange,"Medium, Increased Significantly (Orange )",Medium,4.40%
SBC - High Tech High,2015,All Students,San Diego,Statewide Benefit Charter,All Students,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,3.40%
SBC - High Tech High,2015,Econ Disadv,San Diego,Statewide Benefit Charter,Economic Status,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.50%
SBC - High Tech High,2015,Asian,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.70%
SBC - High Tech High,2015,Black,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Green,"Medium, Declined Significantly (Green )",Medium,3.50%
SBC - High Tech High,2015,Hispanic,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,2.50%
SBC - High Tech High,2017,Two or More,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Orange,"Medium, Increased Significantly (Orange )",Medium,4.10%
SBC - High Tech High,2017,Econ Disadv,San Diego,Statewide Benefit Charter,Economic Status,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.50%
SBC - High Tech High,2017,White,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,2.90%
SBC - High Tech High,2017,All Students,San Diego,Statewide Benefit Charter,All Students,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.10%
SBC - High Tech High,2017,Hispanic,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.40%
SBC - High Tech High,2017,Asian,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.60%
SBC - High Tech High,2014,Hispanic,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,2.80%
SBC - High Tech High,2014,Two or More,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBC - High Tech High,2016,Amer Indian,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,6.30%
SBC - High Tech High,2016,Filipino,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Blue,"Very Low, Declined Significantly (Blue )",Very Low,3.90%
SBE - Thrive Public,2015,Hispanic,San Diego,State Board of Education,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2015,White,San Diego,State Board of Education,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2014,Econ Disadv,San Diego,State Board of Education,Economic Status,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2015,All Students,San Diego,State Board of Education,All Students,currstatus,San Diego/Imperial,No Color,No Color,,No Color,1.40%
SBE - Thrive Public,2015,Econ Disadv,San Diego,State Board of Education,Economic Status,currstatus,San Diego/Imperial,No Color,No Color,,No Color,2.70%
SBE - Thrive Public,2014,Hispanic,San Diego,State Board of Education,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2014,White,San Diego,State Board of Education,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2014,SwD,San Diego,State Board of Education,Disability Status,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2014,Amer Indian,San Diego,State Board of Education,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2014,Asian,San Diego,State Board of Education,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2014,Black,San Diego,State Board of Education,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2014,Filipino,San Diego,State Board of Education,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2014,Pacific Isle,San Diego,State Board of Education,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBE - Thrive Public,2014,Two or More,San Diego,State Board of Education,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2017,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.60%
Solana Beach Elementary,2017,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.20%
Solana Beach Elementary,2017,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.80%
Solana Beach Elementary,2015,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.30%
Solana Beach Elementary,2015,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.20%
Solana Beach Elementary,2015,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2019,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2019,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.40%
Solana Beach Elementary,2019,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.40%
Solana Beach Elementary,2019,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.30%
Solana Beach Elementary,2019,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.50%
Solana Beach Elementary,2017,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2017,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2017,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.40%
Solana Beach Elementary,2017,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.30%
Solana Beach Elementary,2017,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.10%
Solana Beach Elementary,2019,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.00%
Solana Beach Elementary,2014,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2014,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2016,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,0.30%
Solana Beach Elementary,2016,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,0.30%
Solana Beach Elementary,2016,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,0.50%
Solana Beach Elementary,2018,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,1.70%
Solana Beach Elementary,2018,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,0.70%
Solana Beach Elementary,2018,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.40%
Solana Beach Elementary,2018,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.10%
Solana Beach Elementary,2018,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2018,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.30%
Solana Beach Elementary,2018,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.10%
Solana Beach Elementary,2018,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.10%
Solana Beach Elementary,2019,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,6.30%
Solana Beach Elementary,2019,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.50%
Solana Beach Elementary,2016,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.00%
Solana Beach Elementary,2015,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.70%
Solana Beach Elementary,2015,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.00%
Solana Beach Elementary,2015,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.00%
Solana Beach Elementary,2015,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,0.70%
Solana Beach Elementary,2017,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.90%
Solana Beach Elementary,2014,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.00%
Solana Beach Elementary,2014,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.00%
Solana Beach Elementary,2014,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.30%
Solana Beach Elementary,2014,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.00%
Solana Beach Elementary,2014,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2014,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.50%
Solana Beach Elementary,2014,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.10%
Solana Beach Elementary,2014,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.50%
Solana Beach Elementary,2014,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,5.60%
Solana Beach Elementary,2016,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2016,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2016,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.20%
Solana Beach Elementary,2016,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.10%
Solana Beach Elementary,2016,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.20%
Solana Beach Elementary,2015,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Solana Beach Elementary,2015,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.30%
Solana Beach Elementary,2019,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,0.90%
South Bay Union,2016,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
South Bay Union,2015,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Blue,"Very Low, Declined Significantly (Blue )",Very Low,0.00%
South Bay Union,2015,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Blue,"Very Low, Declined Significantly (Blue )",Very Low,0.00%
South Bay Union,2019,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
South Bay Union,2019,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
South Bay Union,2019,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
